FileName,TranscriptionNuance
./data\9141184476660000251_Charles.wav,Oui Monsieur je veux faire un virement Interac et la personne lente l'entreprise de l'approprie j'ai reçu un courriel pour me dire de redéposer dans mon compte fait que j'ai fait je sais pas si j'ai fais une mauvaise manœuvre mais ça l'apparaît pas dans mon compte j'ai fait ça jeudi ou vendredi dernier attendez je vais regarder la date du courriel il disait bon c'est jeudi dernier que j'ai fait ça alors bla-bla-bla le 75 $ n'est pas revenu dans mon compte pis là je voudrais Klick dans le le courriel que j'ai reçu de la Banque Nationale ça me dit que je l'ai fait alors je sais plus quoi faire
./data\9141191827270000251_Anne-Marie_1.wav,Mot je veux savoir ma carte est-elle toujours valide parce que ça fait longtemps que je n'ai pas vraiment utilisé je veux savoir mot à faire des transactions je voulais savoir si t'es quand même valide
./data\9141191827270000251_NajatS.wav,Ben là je veux savoir ma carte est-elle toujours valide parce que ça fait longtemps que je l'ai pas vraiment utiliser et je veux savoir faire des transactions je voulais savoir si c'était quand même valide
./data\9141192610460000251_Anne-Marie_1.wav,Moi je voudrais avoir le solde de mon compte
./data\9141192610460000251_Charles.wav,Moi je voudrais avoir le solde de mon compte
./data\9141192610460000251_rima.wav,Moi je voudrais avoir le solde de mon compte
./data\9141192972930000251_Anne-Marie_1.wav,Moi j'appelle parce qu'en fait j'ai besoin excusé il me manque une information pour me connecter à mon compte entreprise
./data\9141192972930000251_NaimaF.wav,Moi j'appelle parce qu'on fait j'ai besoin excusez-moi il me manque une information pour me connecter à mon compte entreprise
./data\9141202880050000251_Anne-Marie_1.wav,OK c'est parce que là on vient de recevoir notre relevé de compte pis là ça dit qu'on n'a pas fait de paiement pis en même temps là j'ai payée avant la date d'échéance plus plusieurs jours avant le solde au complet pis là je me ramasse avec des frais d'intérêt de ben 190 et 57 je refuse totalement ça
./data\9141202880050000251_AwaS.wav,J'appelle pour ar pour arrêter un chèque s'il vous plaît
./data\9141202880050000251_Charles.wav,OK c'est parce que là on vient de recevoir notre relevé de compte pis là ça dit qu'on n'a pas fait de paiement pis en même temps là j'ai payée avant la date d'échéance plus plusieurs jours avant le solde au complet pis là je me ramasse avec des frais d'intérêt de ben 190 et 57 je refuse totalement ça
./data\9141209220130000251_Charles.wav,Bonjour c'est pour savoir si les paiements de mon hypothèque ils passent
./data\9141209220130000251_NajatS.wav,Bonjour c'est pour savoir si les paiements de mon hypothèque ils passent
./data\9141209220130000251_rima.wav,Bonjour c'est pour savoir si les paiements de mon hypothèque ils passent
./data\9141209393190000251_Anne-Marie_1.wav,Oui bonjour j'ai j'ai reçu une lettre par rapport à mon forfait bancaire disant qu'il fallait que j'ai une carte de crédit je crois pour pouvoir adhérer au forfait encore
./data\9141209393190000251_Charles.wav,Oui bonjour j'ai j'ai reçu une lettre par rapport à mon forfait bancaire disant qu'il fallait que j'ai une carte de crédit je crois pour pouvoir adhérer au forfait encore
./data\9141209393190000251_NaimaF.wav,Oui bonjour j'ai j'ai reçu une lettre par rapport à mon forfait bancaire disant qu'il fallait que j'ai une carte de crédit je crois pour pouvoir adhérer au forfait encore
./data\9141210179550000251_Charles.wav,Je voudrais je voudrais transférer de l'argent dans mon compte US ben autrement dit faire un achat US mais pour déposer dans mon compte
./data\9141210179550000251_NaimaF.wav,Je voudrais je voudrais transférer de l'argent dans mon compte US ben autrement dit faire un achat US mais pour déposer dans mon compte
./data\9141210179550000251_NajatS.wav,Je voudrais je voudrais transférer de l'argent dans mon compte US ben autrement dit faire un achat US mais pour déposer dans mon compte
./data\9141212050620000251_Charles.wav,Oui j'essaie de ils m'ont obligé à changer mon mot de passe pis je suis plus capable d'accéder là j'ai écris le nouveau mot de passe pis la lumière bleue continue à restez Palle elle s'allume pas complètement
./data\9141212050620000251_NajatS.wav,Oui j'essaie de ils m'ont obligé à changer mon mot de passe pis je suis pas capable d'accéder là j'ai écris le nouveau mot de passe pis la la lumière bleue continue à restez Palle elle s'allume pas complètement
./data\9141213003470000251_Charles.wav,J'ai appelé pour faire transférer de l'argent à toutes les semaines dans mon compte CELI pis là je regarde aujourd'hui le transfert monsieur m'a dit que ça commence à partir du 21 et là je vois pas ça pas marché son affaire
./data\9141213003470000251_NaimaF.wav,J'ai appelé pour faire transférer de l'argent à toutes les semaines dans mon compte CELI pis là je regarde aujourd'hui le transfert monsieur m'a dit que ça commence à partir du 21 et là je vois pas ça pas marché son affaire
./data\9141213003470000251_NajatS.wav,J'ai appelé pour faire transférer de l'argent à toutes les semaines dans mon compte CELI pis là je regarde le transfert monsieur m'a dit que ça commence à partir du 21 et là je vois pas ça pas marché son affaire
./data\9141213017470000251_Charles.wav,Moi j'ai appelé là pour pour savoir là ici là on m'a fait une erreur peut-être on m'a mal compris vous comprenez là la journée que j'ai appelé pour payer la facture bla-bla-bla le 18 ça fait trois jour que j'ai appelé pour payer la facture Vidéotron OK Automatic m'enlever mon livret là que moi j'allais à la banque habituellement vous comprenez là pourquoi là si vous qui avez levé chez vous chez TelNat
./data\9141213017470000251_NajatS.wav,Moi j'ai appelé là pour pour savoir pourquoi là ici là on m'a fait une erreur peut-être mal compris vous comprenez là la journée que j'ai appelé pour payer la facture le 18 ça fait trois jour que j'ai appelé pour payer la facture de de Vidéotron OK mon livret là que moi j'allais à la banque habituellement vous comprenez là pourquoi là si vous qui avez levé chez vous chez TelNat
./data\9141213017470000251_Natalia.wav,J'ai appelé là pour pour savoir pourquoi là ici là on m'a fait une erreur peut-être mal compris comprenez là la journée que j'ai appelé pour payer la facture mot le 18 ça fait trois jour que j'ai appelé pour payer la facture de Vidéotron OK Homa tiques membre Dédé mon livret là que moi j'allais à la banque habituellement vous comprenez là pourquoi là c'est vous qui avez levé chez vous chez TelNat
./data\9141230446650000251_Charles.wav,J'aimerais vérifier avec vous si vous voyez des transactions sur ma carte de crédit essaie de faire un achat pis ça a pas fonctionné pourtant les fonds sont là je veux vérifier que ça pas passé deux fois
./data\9141230446650000251_NaimaF.wav,J'aimerais vérifier avec vous si vous voyez des transactions sur ma carte de crédit j'essaie de faire un achat puis ça n'a pas fonctionné pourtant les fonds sont là je veux vérifier que ça pas passé deux fois
./data\9141230446650000251_NajatS.wav,J'aimerais vérifier avec vous si vous voyez des transactions sur ma carte de crédit en achat puis ça n'a pas fonctionné pourtant les fonds sont là et je veux que ça pas passé deux fois
./data\9141237574780000251_Anne-Marie_1.wav,Salut moi je t'appelle parce que j'ai une carte de postes Canada Visa prépayée de deux ans pis la dernière fois parce que j'avais fait la première que j'ai eu je l'ai perdu je l'avais rentré dans mes mes destinataires pis là je me souviens plus comment faire
./data\9141237574780000251_Charles.wav,Salut moi je t'appelle parce que j'ai une carte de postes Canada Visa prépayée de deux ans pis la dernière fois parce que j'avais fait la première que j'ai eu je l'ai perdu je l'avais rentré dans mes mes destinataires pis là je me souviens plus comment faire
./data\9141237574780000251_rima.wav,Salut moi je t'appelle parce que j'ai une carte de postes Canada Visa prépayée de deux ans puis là la dernière fois parce que j'avais fait la première que j'ai eu je l'ai perdu je l'avais rentré dans mes mes destinataires pis là je me souviens plus comment faire
./data\9141245206830000251_Anne-Marie_2.wav,Oui ça va très bien ici oui c'est concernant mon REER
./data\9141245206830000251_AwaS.wav,Oui ça va très bien merci oui c'est concernant mon REER
./data\9141245206830000251_NajatS.wav,Oui ça va très bien merci oui c'est concernant mon REER
./data\9141245574480000251_Anne-Marie_1.wav,Je veux juste savoir si vous avez fait des des changements sur la ma carte parce que voilà à peu près trois semaines ou deux semaines et demie trois semaines au Super C pis j'ai fait mon NIP certaines d'avoir mis vraiment mon NIP la carte tout le temps été comme refusée
./data\9141245574480000251_Charles.wav,Je je veux juste savoir voir si vous avez fait des des changements sur ma la carte parce que voilà à peu près trois semaines ou deux semaines et demie trois semaines j'ai été au Super C pis j'ai fait mon NIP j'suis certaines d'avoir mis vraiment mon NIP la carte tout le temps été comme refusée
./data\9141245574480000251_NajatS.wav,Je veux savoir voir si vous avez fait des des changements sur la ma carte parce que voilà à peu près trois semaines ou deux semaines et demie trois semaines j'ai to Super C pis j'ai fait mon NIP j'suis certaines d'avoir mis vraiment mon NIP la carte été comme refusée
./data\9141254402940000251_Charles.wav,Me donner un nouveau code de confidentialité j'ai perdu le mien
./data\9141254402940000251_NajatS.wav,Me donner un nouveau code de confidentialité j'ai perdu le mien
./data\9141254402940000251_rima.wav,Me donner un nouveau code de confidentialité j'ai perdu le mien
./data\9141260876890000251_Anne-Marie_1.wav,J'ai fait la demande d'extension de prêt ils disaient que c'était c'était pour avoir des nouvelles de 10 à 15 jours
./data\9141260876890000251_Charles.wav,J'ai fait la demande d'extension de prêt ils disaient que c'était j'ai étais pour avoir des nouvelles de 10 à 15 jours
./data\9141260876890000251_NajatS.wav,J'ai fait la demande d'extension de prêt ils disaient que c'était pour avoir des nouvelles de 10 à 15 jours
./data\9141271009960000251_Charles.wav,Parfait ça c'est tiguidou et l'autre c'est le compte conjoint qu'on a eu en date du 15 janvier 2021 on a eu un dépôt de 354-2014 la définition de ce dépôt là c'est marqué fonds mutuels BNI et je voudrais savoir d'où ça vient
./data\9141271009960000251_Natalia2.wav,Parfait ça c'est tiguidou et l'autre c'est le compte conjoint qu'on en date du 15 janvier 2021 on a un dépôt de 300-5084 finitions des dépôts là c'est marqué fond mutuel Benny je voudrais savoir d'où ça vient
./data\9141278621550000251_Anne-Marie_2.wav,En fait c'est parce que nous on a fait 11 accident de voiture c'est une perte totale alors la l'assurance nous donner le chèque concernant le paie la la la valeur de la voiture pis on voudrait régler régler le crédit là là on a on a déjà un autre crédit pour la nouvelle voiture qu'on à acheté mais là on veut régler l'ancien crédit
./data\9141278621550000251_AwaS.wav,En fait c'est parce que nous on a fait 11 accident de voiture c'est une perte totale alors la l'assurance nous a donné le chèque concernant le père la la la valeur d'la voiture puis on voudrait régler le crédit là là on a on a déjà un autre crédit pour la nouvelle voiture qu'on à acheté là mais on veut régler l'ancien crédit
./data\9141278621550000251_NajatS.wav,En fait c'est parce que nous on a fait un accident de voiture c'est une perte totale alors la l'assurance nous a donné le chèque concernant le paie la la la valeur de la voiture voudrais régler régler le crédit là là on a déjà notre crédit pour la nouvelle voiture qu'on à acheté là mais on veut régler l'ancien crédit
./data\9141279882790010251_Anne-Marie_1.wav,Oui moi ma carte de crédit quand je l'utilise que ce soit n'importe quel montant là je la rentre dans la machine pis là je fais OK pour acquitter l'montant pis ça fait tout d'suite approuvé j'ai jamais besoin de faire mon NIP
./data\9141279882790010251_Charles.wav,Oui moi ma carte de crédit quand je l'utilise que ce soit n'importe quel montant là je la rentre dans la machine pis là je fais OK pour acquitter le montant pis ça fait tout d'suite approuvé j'ai jamais besoin de faire mon NIP
./data\9141279882790010251_NajatS.wav,Oui moi ma carte de crédit quand je l'utilise que ce soit pour quel montant là je la rentre dans la machine pis là je suis OK pour acquitter l'montant pis ça fait tout d'suite approuvé j'ai jamais besoin de faire mon NIP
./data\9141288764500000251_Charles.wav,OK regarde c'est parce que j'ai été sur Internet dans mon comme d'habitude je vais dans mon compte j'ai fais mon code mais je me suis trompé de numéro ou je sais pas trop là j'ai fait une mauvaise affaire pis là j'ai tout perdu
./data\9141288764500000251_NaimaF.wav,OK regarde c'est parce que j'ai été sur Internet dans mon comme d'habitude je vais dans mon compte et je fais mon code mais je me suis trompé de numéro ou je sais pas trop là j'ai fait une mauvaise affaire pis là j'ai tout perdu
./data\9141288764500000251_NajatS.wav,OK regarde c'est parce que j'étais sur Internet dans mon comme d'habitude je vais dans mon compte et je fais mon code mais je me suis trompé de numéro ou je sais pas trop là je suis de mauvaise affaire pis là j'ai tout perdu
./data\9141298329110000251_Charles.wav,En fait je voudrais arrêter des prélèvements d'une compagnie sur ma carte de crédit
./data\9141298329110000251_NaimaF.wav,En fait je voudrais arrêter des prélèvements d'une compagnie sur ma carte de crédit
./data\9141298329110000251_rima.wav,En fait je voudrais arrêter des prélèvements d'une compagnie sur ma carte de crédit
./data\9141303590140000251_Anne_Marie_1.wav,J'appelle pour faire pour arrêter un chèque s'il vous plaît
./data\9141303590140000251_Charles.wav,Appelle pourra pour arrêter un chèque s'il vous plaît
./data\9141307031690000251_Anne-Marie_2.wav,Excusez-moi de vous déranger mais c'parce que j'aurais voulu faire 11 déplacer un petit peu de sous juste un 100 $ sur chaque compte que j'ai sur des placements
./data\9141307031690000251_AwaS.wav,Excusez-moi de vous déranger mais c'est parce que j'aurais voulu faire 11 déplacer un petit peu de sous juste un cent dollars sur chaque compte que j'ai sur des placements
./data\9141307031690000251_NaimaF.wav,Excusez-moi de vous déranger mais c'est parce que j'aurais voulu faire déplacer un petit peu de sous juste un cent dollars sur chaque compte que j'ai sur des placements
./data\9141307776930000251_Charles.wav,Moi je voudrais savoir si un remboursement été fait sur la carte de crédit au montant de 128 et huit
./data\9141307776930000251_NajatS.wav,Moi je voudrais savoir si un remboursement été fait sur la carte de crédit au montant de 228 et huit
./data\9141324205430000251_Charles.wav,J'ai perdu ma carte Mastercard aujourd'hui au travail
./data\9141324205430000251_NaimaF.wav,J'ai perdu ma carte Mastercard aujourd'hui au travail
./data\9141324205430000251_rima.wav,J'ai perdu ma carte Mastercard aujourd'hui au travail
./data\9141330653010000251_Anne-Marie_1.wav,Oui bonjour j'aimerais retirer de l'argent de mon CELI pour mettre dans mon compte s'il vous plaît
./data\9141330653010000251_Charles.wav,Oui bonjour j'aimerais retirer de l'argent de mon CELI pour mettre dans mon compte s'il vous plaît
./data\9141330653010000251_NajatS.wav,Oui bonjour j'aimerais retirer de l'argent de mon CELI pour mettre dans mon compte s'il vous plaît
./data\9141340265420000251_Charles.wav,Je vous appelle aujourd'hui pour sujet de mon CELI
./data\9141340265420000251_NaimaF.wav,Je vous appelle aujourd'hui pour le sujet de mon CELI
./data\9141340265420000251_NajatS.wav,Je vous appelle aujourd'hui pour sujet de mon CELI
./data\9141340673690000251_Anne-Marie_2.wav,Appelle parce que la dernière fois j'ai fait une réclamation et on m'a dit on allait m'envoyer un message dans les deux jours mais jusqu'à mot j'ai toujours pas reçu de messages
./data\9141340673690000251_NaimaF.wav,J'appelle parce que la dernière fois j'ai fait une réclamation m'a dit qu'on allait envoyer un message dans les deux jours mais jusqu'à j'ai toujours pas reçu de messages
./data\9141340673690000251_NajatS.wav,J'appelle parce que la dernière fois j'ai fait une réclamation et on m'a dit on a demo voyez un message dans les deux jours mais jusqu'à j'ai toujours pas reçu de messages
./data\9141348554100000251_Anne-Marie_1.wav,Oui c'est juste pour activer ma nouvelle carte
./data\9141348554100000251_Charles.wav,Oui c'est juste pour activer ma nouvelle carte
./data\9141348554100000251_NajatS.wav,Oui c'est juste pour activer ma nouvelle carte
./data\9141355811840000251_AwaS.wav,Laval c'est marqué dans mon ordinateur votre compte a été verrouillé par mesure de sécurité
./data\9141355811840000251_Charles.wav,Allô c'est marqué dans mon ordinateur votre compte a été verrouillé par mesure de sécurité
./data\9141355811840000251_NajatS.wav,Là là c'est marqué dans mon ordinateur votre compte activé rouillé par mesure de sécurité
./data\9141356350270000251_Charles.wav,Mais je veux juste avoir une information sur une transaction que je me rappelle plus d'avoir fait pis j'ai beau fouiller pis ça ça sort pas fait que je voulais savoir si en date du 5 janvier c'est marqué Apple
./data\9141356350270000251_NaimaF.wav,Mais je veux juste avoir une information sur une transaction que je me rappelle plus à d'avoir faite puis j'ai beau fouiller pis ça ça ça sort pas fait que je voulais savoir si en date du 5 janvier c'est marqué Apple
./data\9141356350270000251_NajatS.wav,Mais je veux juste avoir une information sur une transaction que je me rappelle plus d'avoir fait pis j'ai beau fouiller puis ça ça ça sort pas fait que je voulais savoir si on date du 5 janvier c'est marqué Apple
./data\9141365780390000251_Anne-Marie_1.wav,Ben vous savez je vais vous demander des chèques parce que les chèques que j'ai sont presque fini
./data\9141365780390000251_AwaS.wav,Yeah Flavie bla-bla-bla là je vais vous demander des chèques parce que les chèques que j'ai sont presque fini
./data\9141365780390000251_Charles.wav,Ben vous avez bla-bla-bla je vais vous demander des chèques parce que les chèques que j'ai sont presque fini
./data\9141366608020000251_Anne-Marie_1.wav,Parce que ma carte de débit mon mon contact indirecte là avec le ça fonctionne plus
./data\9141366608020000251_AwaS.wav,Parce que ma carte débit mon mon contact indirecte là avec le bla-bla-bla bla-bla-bla ça fonctionne plus
./data\9141366608020000251_Charles.wav,C'est parce que ma carte débit mon mon contact indirect là avec le bla-bla bla-bla-bla ça fonctionne plus
./data\9141367157700000251_Charles.wav,Je vous appelle parce que j'ai reçu mon relevé pour mon revenu de retraite pis je me demandais est-ce que vous en envoyez plusieurs parce que c'est pas complet
./data\9141367157700000251_NajatS.wav,Je vous appelle parce que j'ai reçu un relevé pour mon revenu de retraite pis je me demandais est-ce que vous envoyez plusieurs parce que c'est pas complet
./data\9141372980120000251_Anne-Marie_2.wav,J'ai aimerais j'ai perdu ma carte de débit hier au dépanneur pis y'a personne qui l'a retrouvé
./data\9141372980120000251_NaimaF.wav,J'aimerais j'ai perdu ma carte de débit hier au dépanneur pis y'a personne qui l'a retrouvé
./data\9141372980120000251_NajatS.wav,J'aimerais j'ai perdu ma carte de débit hier bla-bla au dépanneur pis y'a personne qui l'a retrouvé
./data\9141374453000000251_AwaS.wav,J'ai fait ma femme elle fait un paiement pour les taxes puis elle s'est trompée de elle a pas choisi le bon le fournisseur dans son dans ses transaction ligne je me demandais si c'était possible de faire 11 parce qu'eux autres ils n'ont pas encaissé le montant alors si c'était possible de retirer le paiement
./data\9141374453000000251_Charles.wav,J'ai fait ma femme elle a fait un paiement pour les taxes pis elle s'est trompée de elle a pas choisi le bon le fournisseur dans son dans ses transaction ligne je me demandais si c'était possible de faire 11 parce que eux ils n'ont pas encaissé le montant alors c'était possible de retirer le paiement
./data\9141374453000000251_NajatS.wav,J'ai fait un paiement pour les taxes puis elle s'est trompée de elle a pas choisi le bon le fournisseur dans son dans ses transaction ligne je me demandais si c'est possible de faire en parce que les autres ils ont pas encaissé le montant alors si c'est possible de retirer le paiement
./data\9141375586070000251_AwaS.wav,Alors je suis censé ouvrir un compte avoir accès à un compte en ligne donc je suis sur la page app. BNC.ca bla-bla-bla puis j'ai rentré mon numéro de carte débit la date d'expiration mon numéro de téléphone principal ma date de naissance je lui ai dit que je n'étais pas un robot mais il me dit votre identité n'a pas été confirmée
./data\9141375586070000251_Charles.wav,Alors je suis censé ouvrir un compte avoir accès à un compte en ligne donc je suis sur la page app. BNC. CA bla-bla-bla puis j'ai rentré mon numéro de carte débit la date d'expiration mon numéro de téléphone principal ma date de naissance je lui dis que j'étais pas un robot mais il me dit votre identité n'a pas été confirmée
./data\9141375586070000251_NajatS.wav,Allô je suis censé ouvrir un compte avoir accès en ligne donc je suis sur la page app. BNC.ca bla-bla pis j'ai rentré mon numéro de carte débit la date d'expiration mon numéro de téléphone principal ma date de naissance je lui dis que j'ai pas un robot mais il me dit votre identité n'a pas été confirmée
./data\9141399827980010251_Anne-Marie_1.wav,Écoute je voulais avoir comme un renseignement ben là je pense que j'suis dedans je suis dans mon compte parce que je voulais faire un virement bancaire à une personne mais qui est pas de la Banque Nationale
./data\9141399827980010251_Charles.wav,Écoute je voulais juste avoir comme un renseignement ben là je pense que je suis dedans je suis dans mon compte parce que je voulais faire un virement bancaire à une personne mais qui est pas de la Banque Nationale
./data\9141399827980010251_NajatS.wav,Écoute je voulais juste avoir comme un renseignement ben là je pense que j'suis dedans je suis dans mon compte parce que je voulais faire un Vermont bancaire à une personne mais qui est pas de la Banque Nationale
./data\9141434125780000251_Anne-Marie_1.wav,Alors moi je vous appelle concernant une carte de crédit laquelle été mise au centre cardio vasculaire de la mort ici pour laquelle j'apprécierais que l'adresse soit changé
./data\9141434125780000251_Charles.wav,Alors moi je vous appelle concernant une carte de crédit laquelle été mise au centre cardiovasculaire de la Mauricie pour laquelle j'apprécierais que l'adresse soit changé
./data\9141434125780000251_NajatS.wav,Alors moi je vous appelle concernant une carte de crédit laquelle été mise au centre cardiovasculaire de la Mauricie pour laquelle j'apprécierais que l'adresse soit changé
./data\9141434570950000251_Charles.wav,Bon moi là je veux avoir accès j'ai ma carte de crédit là ouais pis je veux avoir j'veux accès pour aller pis ma carte de guichet aussi là pour pouvoir aller voir mes affaires en ligne
./data\9141434570950000251_NajatS.wav,Pour moi là j'veux avoir accès j'ai ma carte de crédit là oui puis je veux voir je veux accès pour aller pis ma carte de guichet aussi là pour pouvoir aller voir mes affaires en ligne
./data\9141434570950000251_rima.wav,Bon moi là je veux avoir accès j'ai ma carte de crédit là ouais pis je veux avoir je veux accès pour aller pis ma carte de guichet aussi là pour pouvoir aller voir mes affaires en ligne
./data\9141436862840000251_Anne-Marie_1.wav,Oui bonjour j'appelle pour une information ce matin j'ai fait un dépôt mobile mais quand j'ai fait mon chèque je l'ai fait du 17 pis là quand je regarde dans mon compte c'est marqué ajustement sur dépôt est-ce que c'est parti parce que c'est le 17 que j'avais fait la date ou quoi
./data\9141436862840000251_Charles.wav,Oui bonjour j'appelle pour une information ce matin j'ai fait un dépôt mobile mais quand j'ai fait mon chèque que j'ai fait du 17 pis là quand je regarde dans mon compte c'est marqué ajustement sur dépôt est-ce que c'est parti parce que c'est le 17 que j'avais fait la date ou quoi
./data\9141436862840000251_NajatS.wav,Oui bonjour j'appelle pour une information ce matin j'ai fait un dépôt mobile mais quand j'ai fait mon chèque je l'ai fait du 17 puis là quand je regarde de mon compte c'est marqué ajustement sur dépôt est-ce que c'est parti parce que c'est le 17 que j'ai fait la date ou quoi
./data\9141437453130000251_Anne-Marie_1.wav,Oui fait pas dans la période de Black Friday j'ai eu à faire un achat en ligne depuis j'ai pas de nouvelles du fournisseur j'ai écrit j'ai j'ai envoyé plusieurs fois des des e-mails mais j'ai jamais eu de réponse
./data\9141437453130000251_Charles.wav,Oui pour fait période Black Friday j'ai eu à faire un achat en ligne et depuis j'ai pas de nouvelles du fournisseur j'ai écrit j'ai j'ai envoyé plusieurs fois des e-mails mais j'ai jamais eu de réponse
./data\9141437453130000251_rima.wav,Oui au fait pendant la Pariode de black friday j'ai eu à faire un achat en ligne et depuis j'ai pas de nouvelles du fournisseur j'ai écrit j'ai j'ai envoyé plusieurs fois des des e-mails mais j'ai jamais eu de réponse
./data\9141452996850000251_NaimaF.wav,Oui moi ma carte est endommagée une sorte que c'est ça je voudrais la faire placer est cassée en deux là mais si ça fait remplacer est-ce que c'est possible de toujours utiliser mon ce numéro là qui est sur ma carte quand j'appelle en attendant de recevoir l'autre
./data\9141452996850000251_NajatS.wav,Oui moi ma carte est endommagée sauf que c'est ça je voudrais la faire placer son deux là mais ça fait placer c'est possible de toujours utiliser mon ce numéro là qui est sur ma carte quand j'appelle en attendant de recevoir l'autre
./data\9141453825140000251_AwaS.wav,Oui bonjour on m'a téléphoné pour me dire que y'avait un virement qui a été fait internationalement sur ma carte puis oui c'est moi qui l'a fait
./data\9141453825140000251_Charles.wav,Ouais bonjour on m'a téléphoné pour me dire qu'y avait 11 virement qui était faite internationalement sur ma carte pis ouais c'est moi qui l'ait fait
./data\9141453825140000251_NajatS.wav,Oui bonjour on m'a téléphoné pour me dire que y avait un virement qui a été fait internationalement sur ma carte pis oui c'est moi qui l'a fait
./data\9141468416390000251_Anne-Marie_1.wav,Oui bonjour j'ai une marge tout en avec vous et j'ai fait transférer mon mon compte de mon compte chèque dedans et dans le fond ils ont juste oublier d'enlever le le forfait qui est associé au compte de banque c'est pas c'est quelque chose que vous pouvez faire par téléphone
./data\9141468416390000251_NaimaF.wav,Oui bonjour j'ai une marge tout en avec vous et j'ai fait transférer mon mon compte de mon compte chèque dedans et dans le fond ils ont juste oublier d'enlever le le forfait qui est associé au compte de banque je sais pas si c'est quelque chose que vous pouvez faire par téléphone
./data\9141486490940000251_Anne-Marie_2.wav,Oui bonjour monsieur un petite question je suis entrain d'avoir de regarder mon parce que moi j'ai une j'ai une hypothèque parce que je suis garant mot il faut changer 50 000 et plus pas pourquoi j'ai besoin mot tout était à mon je dois avoir 54 000 de à payer l'autre hypothèque dans les 99 000 alors j'ai besoin mot 54 est-ce que 99 054 plus 54 000 $ d'hypothèque ça c'est pas bon c'est pas vrai si vous pouvez regarder ça comme ça
./data\9141486490940000251_NaimaF.wav,Oui bonjour monsieur un petite question je suis en train de voir de regarder mon parce que moi j'ai une épouse j'ai une hypothèque parce que je suis garant il faut changer 50 000 et plus je sais pas pourquoi j'ai besoin tout et je dois avoir 54 002 à payer et l'autre prêt hypothèque dans les 99 000 alors j'ai besoin 50 4F que 99 000 il se met 54 + 54 ça va tout faire 8000 $ d'hypothèque ça c'est pas bon c'est pas vrai si vous pouvez regarder ça comme ça
./data\9141486490940000251_NajatS.wav,Oui bonjour monsieur un petite question je suis en train de voir deux regarder mon parce que moi j'ai une hypo j'ai une hypothèque parce que je suis garant il faut changer 50 000 et plus je sais pas pourquoi j'ai besoin tout est à moi je dois avoir 5002 hypothèques dans le 419-1000 alors j'ai besoin bla-bla 54 est-ce que 419-1000 il se met 54 + 54 ça va tout faire 8000 $ de hypothèque ça c'est pas bon c'est pas vrai si vous pouvez regarder comme ça
./data\9141494646420000251_Anne-Marie_2.wav,Moi monsieur hier j'ai fait réparer mon auto j'ai voulu mettre la facture sur ma MasterCard pis ça me disait toujours refusé j'ai dit je sais pas pourquoi là y'a aucune raison
./data\9141494646420000251_NaimaF.wav,Moi monsieur hier j'ai fait réparer mon auto j'ai voulu mettre la facture sur ma MasterCard pis ça me disait toujours refusé j'ai dit je sais pas pourquoi là ils ont aucune raison
./data\9141494646420000251_NajatS.wav,Moi monsieur hier j'ai fait réparer mon auto j'ai voulu mettre la facture sur ma MasterCard pis ça me disait toujours refusé j'ai dit je sais pas pourquoi là ils ont aucune raison
./data\9141495736770000251_Anne-Marie_2.wav,C'est parce que si tu vois dans mon système j'ai un CELI je pense qu'il reste peut-être deux cent dollars dans le CÉLI j'sais pas ce que tu pourrais me donner ce renseignement-là parce que j'voudrais parce que je voudrais le fermer
./data\9141495736770000251_NaimaF.wav,C'est parce que si tu vas dans mon système j'ai un CELI je pense qu'il reste peut-être deux cent dollars dans le CELI je ne sais pas est-ce que tu pourrais me donner ce renseignement là parce que je voudrais pas que je voudrais le fermer
./data\9141495736770000251_NajatS.wav,C'est parce que si tu vas dans mon système j'ai un CELI je pense qu'il reste peut-être deux cent dollars dans le CELI je sais pas est-ce que tu pourrais me donner ce renseignement là parce que je voudrais parce que je voudrais le fermer
./data\9141495754810000251_Anne-Marie_2.wav,J'ai fait une demande de carte de crédit pis j'ai reçoit j'ai reçu une lettre aujourd'hui qui dit que je ne je ne respecte pas je ne rencontre pas les critères d'admissibilité requis j'comprends pas pourquoi
./data\9141495754810000251_NaimaF.wav,J'ai fait une demande de carte de crédit pis j'ai reçoit j'ai reçu une lettre aujourd'hui qui dit que je ne je ne respecte pas je ne rencontre pas les critères d'admissibilité requis je comprends pas pourquoi
./data\9141495754810000251_NajatS.wav,J'ai fait une demande de carte de crédit puis j'ai reçoit j'ai reçu une lettre qui dit que je ne je ne respecte pas je ne rencontre pas les critères d'admissibilité requis je comprends pas pourquoi
./data\9141498544880000251_Anne-Marie_2.wav,Oui c'est juste parce que y'a fallu que j'aille chercher mon ancienne carte pour avoir le numéro ce que je veux faire je vais raccrocher pis je vais rappeler
./data\9141498544880000251_Charles.wav,Oui c'est juste parce que y'a fallu que j'aille chercher mon ancienne carte pour avoir le numéro ce que je vais faire je vais raccrocher pis je vais rappeler
./data\9141498544880000251_NajatS.wav,Oui c'est juste parce que y'a fallu que j'aille chercher mon ancienne carte pour avoir le numéro ce que je veux faire je vais raccrocher pis je vais rappeler
